Voyage_ID,Vessel_name,Voyage_itinerary_place,Voyage_itinerary_purchase,Voyage_itinerary_disembarkation,Year_of_arrival,Slaves_arrived_at_1st_port,Captains_name
2098, ,Rio de Janeiro,"Africa., port unspecified",Ilha Grande,1840,47,
2099,Asseiceira,Rio de Janeiro,Quilimane,Rio de Janeiro,1840,332,"MelÃ£o, A"
2100,Deseada,,"Africa., port unspecified","Magari, Manzanillo",1841,210,
2101,Sociedade,"Southeast Brazil, port unspecified",Quilimane,Sao Sebastiao,1840,450,
2102,Tentador,Rio de Janeiro,"West Central Africa and St. Helena, port unspecified",Campos,1840,327,"AraÃºjo, Manoel Francisco AntÃ´nio de"
2103,Mariana,Rio de Janeiro,Benguela,Rio de Janeiro,1840,80,
2104,Belona,Rio de Janeiro,Luanda,Campos,1840,374,"Souza, J F da"
2105,Dois de Fevereiro,Rio de Janeiro,Benguela,Rio de Janeiro,1841,375,"Silva, Ezequiel Gomes da"
2106, ,Rio de Janeiro,"Africa., port unspecified",Campos,1841,300,
2107,Ana,Rio de Janeiro,"Africa., port unspecified",Rio de Janeiro,1841,500,
2109,Pilgrim,Rio de Janeiro,Cabinda,Rio de Janeiro,1840,,"Hill, J M"
2110,Vencedora Feliz,Rio de Janeiro,Benguela,Rio de Janeiro,1840,,"AraÃºjo, JosÃ© Pinto de"
2111,Josefina,Rio de Janeiro,Luanda,Rio de Janeiro,1840,,"Ribeiro, Francisco JosÃ©"
2112,Flor de Luanda,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1840,,"Reis, A dos"
2113,Estrela do Cabo,Rio de Janeiro,Benguela,Rio de Janeiro,1840,,"Fontes, Joaquim Maria Pereira"
2114,Pilgrim,Rio de Janeiro,Cabinda,Rio de Janeiro,1840,,"Hayley, J"
2115,NS da ConceiÃ§Ã£o de Maria,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1840,,"Costa, J P da"
2116,D Manoel de Portugal,Rio de Janeiro,Quilimane,Rio de Janeiro province,1840,800,
2117,Tejo,Rio de Janeiro,Cabinda,Campos,1840,670,"Gomes, Joaquim Pedro"
2118,Fortuna de Ãfrica,"Southeast Brazil, port unspecified",Quilimane,Sao Sebastiao,1840,630,
2119,Bela Maravilha,Rio de Janeiro,Cabinda,Campos,1840,400,
2120,Dois de Abril,Rio de Janeiro,Cabinda,Cabo de Buzios,1840,500,
2121,Dois de Abril,Rio de Janeiro,Cabinda,Cabo de Buzios,1840,500,
2122,Dois de Abril,Rio de Janeiro,Cabinda,Cabo de Buzios,1840,500,
2123,Dois de Abril,Rio de Janeiro,Cabinda,Cabo de Buzios,1840,500,
2124,Boa Nova,Rio de Janeiro,Cabinda,Campos,1840,600,
2125,Boa Nova,Rio de Janeiro,Cabinda,Campos,1840,500,
2126,Nereida,"Southeast Brazil, port unspecified",Cabinda,Campos,1840,500,"Coelho, LuÃ­s JosÃ©"
2127,Nereida,Rio de Janeiro,Cabinda,Campos,1840,500,
2128,Nereida,Rio de Janeiro,Cabinda,Campos,1840,500,
2129,S JoÃ£ozinho,Rio de Janeiro,Ambriz,Macae,1840,400,
2130,Nove IrmÃ£s,Rio de Janeiro,Cabinda,Campos,1840,400,
2131,Ã‚nimo Grande,"Southeast Brazil, port unspecified",Quilimane,Sao Sebastiao,1840,600,
2132,Quatro de MarÃ§o,"Southeast Brazil, port unspecified",Quilimane,Sao Sebastiao,1840,700,
2133,Saudade,Rio de Janeiro,Quilimane,Sao Sebastiao,1840,600,
2134,EsperanÃ§a,Rio de Janeiro,Quilimane,Campos,1840,400,
2135,Dois Amigos,"Southeast Brazil, port unspecified",Ambriz,Sao Sebastiao,1840,500,"Santos, Joaquim dos"
2136,Carolina,Rio de Janeiro,Quilimane,Sao Sebastiao,1840,640,
2137,Doze de Outubro,"Southeast Brazil, port unspecified",Ambriz,Sao Sebastiao,1840,600,
2138,Generoso,Rio de Janeiro,Quilimane,Sao Sebastiao,1840,500,
2139,Carolina,Rio de Janeiro,Quilimane,"Rio de Janeiro, Sao Paulo, Santa Catarina",1840,600,
2140,Andorinha,"Pernambuco, port unspecified",Luanda,Catuamo and Maria Farinha,1840,650,
2141,S JosÃ©,"Pernambuco, port unspecified",Luanda,Catuamo and Maria Farinha,1840,260,
2142,Ãguia,,Sao Tome,Maranhao,1841,,"Lima, Raimundo AntÃ´nio de"
2143,AmÃ¡lia,,Cape Verde Islands,Para,1841,120,
2144,Espadarte,"Pernambuco, port unspecified",Benguela,"Pernambuco, port unspecified",1840,,"Braga, JosÃ© dos Santos"
2145,PacÃ­fico,Rio de Janeiro,Luanda,"Pernambuco, port unspecified",1840,,"Antunes, AntÃ´nio"
2146,NS da ConceiÃ§Ã£o de Maria,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1840,,
2147,Paquete de Luanda,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1841,,
2148,UniÃ£o,"Pernambuco, port unspecified",Luanda,Catuamo and Maria Farinha,1841,500,"Silva, Henrique JosÃ© Vieira da"
2149,S Manoel Augusto,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1841,,
2150,Oliveira,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1841,647,
2151,Flor do Tejo (a) Andorinha,"Pernambuco, port unspecified",Luanda,Catuamo and Maria Farinha,1841,670,"Silva, J R da"
2152,NS das Dores,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1840,137,"Vieira, M A"
2153,Juliana,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1840,330,"AntÃ´nio, Quirino"
2154,PicÃ£o,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1841,550,"PicÃ£o, A"
2155,Virtude UniÃ£o,Nantes,"Africa., port unspecified","Bahia, port unspecified",1841,80,"Pereira, SimÃ£o"
2156,Graciosa Vingativa,"Bahia, port unspecified",Princes Island,"Bahia, port unspecified",1841,61,"Manoel, J"
2157,Nosotros (a) Fortuna,Havana,"Africa., port unspecified",Mariel,1841,680,Elordiu
2158,Segunda UniÃ£o,Havana,"Africa., port unspecified","Cuba, port unspecified",1841,500,
2159,TrÃªs de Fevereiro,Havana,Congo River,Havana,1841,500,"Silva, AntÃ´nio"
2160, ,,"Africa., port unspecified",Matanzas,1842,300,
2161,VÃªnus (a) Duquesa de BraganÃ§a,Havana,"Africa., port unspecified","Cuba, port unspecified",1842,800,
2162,Aurelia Felix,Santiago de Cuba,Bissau,Matanzas,1842,278,"Cuhna, Manuel Jose<br/> Silva, Manoel de Jesus"
2163, ,,"Africa., port unspecified",Bahia Honda,1842,300,
2164,Paz,Havana,"Africa., port unspecified","Cuba, south coast",1842,300,
2165, ,,"Africa., port unspecified","Cuba, port unspecified",1842,400,
2166, ,,"Africa., port unspecified",Matanzas,1842,350,
2167, ,,"Africa., port unspecified",Matanzas,1842,350,
2168,Voador,,"Africa., port unspecified","Puerto Rico, port unspecified",1842,,
2169,Aracati,"Pernambuco, port unspecified","West Central Africa and St. Helena, port unspecified",Alagoas province,1842,385,"Fernandes, Manoel JosÃ©"
2170, ,,"Africa., port unspecified",San Juan de los Remedios,1842,250,
2171,Apolo,,Bissau,Santiago de Cuba,1842,200,"Datala, N"
2172,PicÃ£o,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1841,480,"PicÃ£o, A"
2173,Maria Carlota,"Southeast Brazil, port unspecified","Africa., port unspecified",Sao Sebastiao,1842,725,
2174, ,Rio de Janeiro,"Africa., port unspecified",Rio de Janeiro,1842,400,
2175,Oriente,"Southeast Brazil, port unspecified","Africa., port unspecified",Macae,1842,349,
2176,Nove IrmÃ£os,Rotterdam,Benguela,Campos,1842,280,
2177, ,,Salinas,Demerara,1842,314,"Silva, Ezequiel Gomes da"
2178,S Luzia,"Southeast Brazil, port unspecified","Africa., port unspecified",Santos,1842,482,
2179, ,Rio de Janeiro,"Africa., port unspecified",Rio Sao Jeso,1842,400,
2180, ,"Southeast Brazil, port unspecified","Africa., port unspecified",Campos,1842,150,
2181,Mariana,"Southeast Brazil, port unspecified",Benguela,Macae,1842,300,
2182, ,Rio de Janeiro,"Africa., port unspecified",Ilha Grande,1842,400,
2183, ,Rio de Janeiro,"Africa., port unspecified",Campos,1842,350,
2184,EsperanÃ§a,Rio de Janeiro,Quilimane,Campos,1842,450,
2185, ,"Southeast Brazil, port unspecified","Africa., port unspecified",Ilha Grande,1842,380,
2186, ,"Southeast Brazil, port unspecified","Africa., port unspecified",Ilha Grande,1842,500,
2187, ,"Southeast Brazil, port unspecified",Benguela,Campos,1842,185,
2188,Rosa,,Bissau,Maranhao,1841,,
2189,Ãguia,Maranhao,"Africa., port unspecified",Maranhao,1841,,"Lima, Raimundo AntÃ´nio de"
2190,Ferme,,Bissau,Maranhao,1841,172,"Souza, J P"
2191,General Espartero,,Cape Verde Islands,Maranhao,1842,,"Silva, J M da"
2192,Ãguia,Maranhao,"Africa., port unspecified",Maranhao,1842,,
2193,S JosÃ©,"Pernambuco, port unspecified",Mozambique,"Pernambuco, port unspecified",1841,340,"Ferreira, Policarpo LuÃ­s GonÃ§alves"
2195,Viajante Feliz,"Bahia, port unspecified",Benguela,"Pernambuco, port unspecified",1841,750,"Gomes, J A"
2196, ,"Pernambuco, port unspecified","Africa., port unspecified","Pernambuco, port unspecified",1841,36,
2197,Pernambuco,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1842,,"Costa, J P da"
2198,Rainha dos Anjos,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1842,359,
2199,Paquete da Madeira,"Pernambuco, port unspecified",Mozambique,"Pernambuco, port unspecified",1842,159,"Rodrigues, A J"
2200,Duque de BraganÃ§a,"Pernambuco, port unspecified","Africa., port unspecified","Pernambuco, port unspecified",1842,,"Ribeiro, J I"
2201,PicÃ£o,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1841,300,"Derizano, Benito"
2202,EmÃ­lia,Rio de Janeiro,Benguela,Campos,1841,370,
2203,JÃºpiter,Rio de Janeiro,Benguela,Campos,1841,500,
2204,Pescador,Rio de Janeiro,Ambriz,Campos,1841,400,
2205,Boa Nova,Rio de Janeiro,Ambriz,Campos,1841,400,
2206,Nove IrmÃ£s,Rio de Janeiro,Ambriz,Campos,1841,350,
2207,Carolina,Rio de Janeiro,Quilimane,Sao Sebastiao,1841,600,
2208,Constante,Rio de Janeiro,Cabinda,Rio de Janeiro province,1841,600,
2209,Dois de Abril,Rio de Janeiro,Cabinda,Rio de Janeiro province,1841,300,
2210,HeroÃ­na,Rio de Janeiro,Benguela,Macae,1841,600,
2211,Flor do Cabo,Rio de Janeiro,Benguela,Macae,1841,450,
2212,Nereida,Rio de Janeiro,Ambriz,Campos,1841,400,
2213, ,Rio de Janeiro,Benguela,Sao Sebastiao,1841,700,
2214, ,Rio de Janeiro,Benguela,Rio de Janeiro province,1841,600,
2215,TemerÃ¡rio,Rio de Janeiro,Ambriz,Campos,1841,350,
2216,SÃ³lon,Rio de Janeiro,"West Central Africa and St. Helena, port unspecified",Sao Sebastiao,1841,400,
2217, ,Rio de Janeiro,Benguela,Rio de Janeiro province,1841,350,
2218,Feliz Navegante,Rio de Janeiro,Benguela,Campos,1841,400,
2219,Graciosa Vingativa,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1842,80,"Sabino, J"
2220,Brilhante,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1842,480,"Santos, O J"
2221,Roldan (a) Emilia,Havana,"Africa., port unspecified",Havana,1843,300,"Martinez, J"
2222,Volador (a) Ãšltimo,Matanzas,Gallinhas,Havana,1843,608,Gijon
2223,HuracÃ¡n,Havana,"Africa., port unspecified",Santiago de Cuba,1843,230,"Roig, Gaspar"
2224,Segunda Palmira,Havana,"Bight of Benin, port unspecified",Matanzas,1843,800,"Eguiguira, T."
2226,Mariano,,Cape Verde Islands,Matanzas,1843,260,"Cortina, Juan Bautista"
2227, ,,"Africa., port unspecified",Matanzas,1843,320,
2228,Segunda Palmira,,"Bight of Benin, port unspecified",Matanzas,1843,700,
2229,Leopoldina,"Southeast Brazil, port unspecified",Benguela,Macae,1842,700,"AssunÃ§Ã£o, Joaquim JosÃ© de"
2230,Domingas,,"West Central Africa and St. Helena, port unspecified","Americas, region unspecified",1842,360,
2231,Andorinha,Rio de Janeiro,"West Central Africa and St. Helena, port unspecified",Sao Sebastiao,1842,600,
2232,Navegante,Rio de Janeiro,Benguela,Campos,1842,400,
2233,Dois Cavalos,Rio de Janeiro,Benguela,Macae,1842,600,
2234,MarquÃªs de MaricÃ¡,Rio de Janeiro,"Africa., port unspecified",Macae,1842,280,
2235,Bela Maravilha,"Southeast Brazil, port unspecified",Ambriz,Campos,1842,350,
2236,S AntÃ´nio,Rio de Janeiro,Benguela,Campos,1842,180,
2237,Despique,Rio de Janeiro,Quilimane,Rio de Janeiro province,1842,560,
2238,Tentador,"Southeast Brazil, port unspecified",Benguela,Macae,1842,300,
2239,Empreendedora,Rio de Janeiro,Benguela,Sao Sebastiao,1842,350,
2240,Empreendedora,Rio de Janeiro,Benguela,Sao Sebastiao,1842,350,
2241,Generoso,Rio de Janeiro,Benguela,Sao Sebastiao,1842,350,
2242,Cuine,Rio de Janeiro,Benguela,Macae,1842,270,
2243,Maria Segunda,Rio de Janeiro,"Bight of Benin, port unspecified",Rio de Janeiro province,1842,714,
2244,Paquete,"Bahia, port unspecified","Bight of Benin, port unspecified",Santos,1842,400,
2245,Baleeira,Rio de Janeiro,Quilimane,Sao Sebastiao,1842,800,
2246,Tejo,Rio de Janeiro,Quilimane,Santos,1842,620,
2247,PicÃ£o,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1842,450,
2248,Viajante Feliz,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1842,450,
2249,Bonfim,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1842,500,
2250,Graciosa Vingativa,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1842,80,
2251,Lobo,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1842,480,"Alves, JosÃ©"
2252, ,Rio de Janeiro,"Africa., port unspecified",Rio de Janeiro,1843,,
2253,Venganza,,Bissau,Matanzas,1843,250,"Monet, J"
2254,Lieto (a) Dos Hermanos,Santiago de Cuba,Bissau,Santiago de Cuba,1843,92,
2255,Empreendedor,"Southeast Brazil, port unspecified","Africa., port unspecified",Macae,1843,200,
2256, ,Rio de Janeiro,"Africa., port unspecified",Campos,1843,,
2257,Vencedora (a) Tartaruga,Rio de Janeiro,Quilimane,Rio de Janeiro,1843,338,"Coimbra, Manoel JosÃ©"
2258,Marcial,Rio de Janeiro,Cabinda,Campos,1843,180,"Ferreira, G"
2259,Tentadora,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1843,611,"Torres, S J de"
2260,Graciosa Vingativa,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1843,102,"Reis, M F dos"
2261,FÃºria,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1843,480,"Monteiro, JosÃ© Soares"
2262,Tentadora,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1843,406,"Torres, S J de"
2263,EsperanÃ§a,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1843,280,"GonÃ§alves, A"
2264,TemerÃ¡rio,"Brazil, port unspecified",Luanda,Catuamo and Maria Farinha,1843,816,"SimÃµes, JesuÃ­no JosÃ©"
2265,NS da ConceiÃ§Ã£o,Maranhao,Sao Tome,Catuamo and Maria Farinha,1843,91,"Souza, J J de"
2266, ,,"Africa., port unspecified",Matanzas,1843,350,
2267, ,,"Africa., port unspecified",Cabanas,1843,100,
2268, ,,"Africa., port unspecified","Cuba, south coast",1843,600,
2269,Constancia,,"Africa., port unspecified",Trinidad de Cuba,1843,510,
2270,Jacinto,Havana,Rio Pongo,Cabanas,1843,,
2271, ,,"Africa., port unspecified","Cuba, port unspecified",1843,,
2272,Escorpion,,"Africa., port unspecified",Trinidad de Cuba,1843,560,
2273,Maria Forcade,,Cabinda,Trinidad de Cuba,1843,89,
2274,Leda,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1843,270,
2275,Graciosa Vingativa,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1843,102,"Luvi, J<br/> Luiz, JoÃ£o"
2276, ,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1843,320,
2277,Tentadora,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1843,540,"Torres, S J de"
2278,Atrevido,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro province,1843,230,
2279,Rosas,Rio de Janeiro,"West Central Africa and St. Helena, port unspecified",Ilha Grande,1843,650,
2280,Especulador,Rio de Janeiro,"West Central Africa and St. Helena, port unspecified",Campos,1843,500,
2281,Plaia,Rio de Janeiro,Cabinda,Campos,1843,550,
2282,Alexandre,Rio de Janeiro,Congo River,Campos,1843,380,
2283,Despique,Rio de Janeiro,Quilimane,Santos,1843,600,
2284,Irvina,Rio de Janeiro,Benguela,Macae,1843,700,
2285,Rainha dos Anjos,Rio de Janeiro,"West Central Africa and St. Helena, port unspecified",Campos,1843,500,
2286,Raia Mariabu,Rio de Janeiro,Cabinda,Sao Sebastiao,1843,540,
2287,Clemente,Rio de Janeiro,"Bight of Benin, port unspecified",Santos,1843,680,
2288, ,Rio de Janeiro,Whydah,Santos,1843,320,
2289,Novo IrmÃ£o,Rio de Janeiro,"West Central Africa and St. Helena, port unspecified",Rio Sao Jeso,1843,285,
2290,Isabel,Rio de Janeiro,"West Central Africa and St. Helena, port unspecified",Campos,1843,445,
2291,NS da ConceiÃ§Ã£o de Maria,"Southeast Brazil, port unspecified",Luanda,Campos,1843,600,
2292,JÃºlia,Rio de Janeiro,Quilimane,Campos,1843,654,
2293,Diligente,Rio de Janeiro,Benguela,Campos,1843,350,
2294,TrÃªs IrmÃ£os,Rio de Janeiro,Cabinda,Rio Sao Jeso,1843,350,
2295,Descobridor,Rio de Janeiro,Benguela,Macae,1843,380,
2296,S JosÃ©,"Southeast Brazil, port unspecified",Benguela,Sao Sebastiao,1843,580,
2297,Duquesa,Rio de Janeiro,Cabinda,Macae,1843,180,
2298,Marquesa de Palma,Rio de Janeiro,Ambriz,Macae,1843,180,
2299,LeÃ£o,Rio de Janeiro,"West Central Africa and St. Helena, port unspecified",Campos,1843,580,
2300,Ana,Rio de Janeiro,Benguela,Campos,1843,572,
2301,Aventureiro,Rio de Janeiro,Whydah,Campos,1843,107,
2302,Africano,Rio de Janeiro,Whydah,Santos,1843,210,
2303,Coimbra,Rio de Janeiro,"Bight of Benin, port unspecified",Macae,1843,200,
2304,IntrÃ©pido,Rio de Janeiro,Benguela,Rio de Janeiro province,1843,250,
2305,Descobridor,Rio de Janeiro,Gabon,Cabo Frio,1843,460,
2306,Campista,Rio de Janeiro,Cabinda,Campos,1843,60,
2307,RelÃ¢mpago,Rio de Janeiro,Benguela,Sao Sebastiao,1843,570,"Carvalho, JosÃ© AntÃ´nio de"
2308,Zulmira,Rio de Janeiro,"West Central Africa and St. Helena, port unspecified",Rio de Janeiro province,1843,300,
2309,D Ana de Portugal,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro province,1843,320,
2310,Nova Granada,Rio de Janeiro,Quilimane,Sao Sebastiao,1843,545,
2311,Sociedade Empreendedor,Rio de Janeiro,"Bight of Benin, port unspecified",Sao Sebastiao,1843,500,
2312,Maria da GlÃ³ria,Rio de Janeiro,"West Central Africa and St. Helena, port unspecified",Sao Sebastiao,1843,205,
2313,Ã‚nimo Grande,Rio de Janeiro,Cabinda,Cabo Frio,1843,580,
2314,NS de Regla,Havana,Little Bassa,Freetown,1819,1,"Mazana, Santiago"
2315,Fabiana,Havana,Trade Town,Freetown,1819,13,"Garcia, Juan"
2316,Esperanza,"Puerto Rico, port unspecified","Windward Coast, port unspecified",Freetown,1819,40,"Puix, Pedro Marti"
2317,Cintra,Bristol (RI),Gallinhas,Freetown,1819,26,"Hubberd<br/> Munroe, Allen"
2318,Juanita,Havana,Keta,Freetown,1819,9,"Nunez, J B<br/> Diaz de la Roca, Diego"
2319,NS de las Nieves (a) Volador,Havana,Gallinhas,Freetown,1819,121,"Lopez, Francisco"
2320,Francisco,Matanzas,Rio Pongo,Freetown,1820,79,"Onez, Francisco"
2321,Gazetta,Santiago de Cuba,Grand Bassa,Freetown,1820,81,"Tarbo, Mariano"
2322,NS do Monserrate,Havana,Cape Mount (Cape Grand Mount),Freetown,1820,84,"Pasqual, Idriso de<br/> Urioste, Isidro de"
2323,Ana Maria,Santiago de Cuba,Bonny,Freetown,1821,401,"Roche, Juan de la"
2324,Nueva Virgen,Santiago de Cuba,Bonny,Freetown,1821,106,"Macedo, JosÃ© Benito de"
2325,NS de Caridad,Santiago de Cuba,Bonny,Freetown,1821,136,"Paganos, JosÃ©"
2326,Josefa,"Puerto Rico, port unspecified","Windward Coast, port unspecified",Freetown,1818,183,"LLarena, Buenaventura"
2327,S Salvador,Bristol (RI),Gallinhas,Freetown,1820,1,"Ãlvares, JosÃ©"
2328,D EugÃªnia,"Pernambuco, port unspecified",Bonny,Freetown,1821,78,"Silveira, Manoel JosÃ© da"
2329,Joseph,Matanzas,,,1822,,"Cruz, de la"
2330,Vecua,Havana,Bonny,Freetown,1822,217,"Gomez, Vicente"
2331,Icanam,Havana,Bonny,Freetown,1822,12,"Moreira, AntÃ´nio"
2333,EspaÃ±ola,Havana,Gallinhas,Freetown,1825,416,"Rodriguez, Francisco Ramon"
2334,Segunda Gallega,Cadiz,"Africa., port unspecified","Puerto Rico, port unspecified",1824,,"Yusna, Andres"
2335,Isabelite,Havana,Calabar,,1825,,
2336,Eclair,Nantes,Grand Mesurado,Havana,1825,267,"Fleury, Nicholas"
2337,Ceron,Nantes,Bonny,Santiago de Cuba,1825,,"Melager, S"
2338,Henrietta AimÃ©e,Nantes,"Lagos, Onim","Cuba, port unspecified",1824,,
2339,Pylades,,Whydah,,1825,,
2340,Feliciana,Havana,Gallinhas,"Cuba, port unspecified",1825,20,
2341,Harriette,Nantes,"Africa., port unspecified",Santiago de Cuba,1824,328,
